"Premises","Hypothesis","GoldLabel"
"(a black jacket; walking; down the street; T:in the winter time) ||| (A man; dressed; in a black jacket) ||| (A man; dressed; in jeans)","A man is sitting by a fire.","contradiction"
"(A young monk in orange; is sweeping; the floor) ||| (A young monk in red; is sweeping; the floor)","The monk is kneeling to meditate","contradiction"
"(The woman; posing; for a picture) ||| (The woman; is holding; a child)","A woman standing apart from a child.","contradiction"
"(four Native American Indians; playing; instruments; for a crowd of people) ||| (Puffy white clouds among a blue sky; are; above a group of four Native American Indians)","The crowd is enjoying the music intensely.","neutral"
"(all men from both basketball teams with green jerseys; are jumping; L:In this picture) ||| (all men from both basketball teams with red jerseys; are jumping; L:In this picture)","People are jumping.","entailment"
"(women , in casual clothes; sitting; on stools under yellow tents) ||| (women , in casual clothes; sitting; on stools under green tents) ||| (Many men , in casual clothes; sitting; on stools under yellow tents) ||| (Many men , in casual clothes; sitting; on stools under green tents)","The campers in casual clothes wanted to experience the outdoors.","neutral"
"(a parking ticket; stuck; to its window) ||| (A man in a black coat; walks; past a red spaceship with a parking ticket)","The spaceship of the future is only available in blue.","contradiction"
"(A little girl; laughs; ) ||| (A little girl; rides; a toy bike)","The little girl's bike is blue.","neutral"
"(a man; to be falling; onto the bed; from a high distance) ||| (a man; appears; L:In a room with clothes) ||| (clothes; strewn; L:on the bed)","The man is getting ready for bed.","neutral"
"(A meeting; is; there are potato Coke on the table) ||| (A meeting; is; there are potato chips on the table) ||| (A meeting; is going on; )","A study group gets togetehr to study for the final.","neutral"
"(Man in vest balances between to pillars; holding; two flaming torches; L:in his right hand) ||| (Man in black pants between to pillars; holding; two flaming torches; L:in his right hand)","A man holds two lit torches.","entailment"
"(The bike rider; is wearing; a red shirt) ||| (The bike rider; is wearing; a silver helmet)","A biker wearing red.","entailment"
"(the woman; holding; him) ||| (A baby boy; sucks; on the sweater arm of the woman)","woman holds her sisters baby","neutral"
"(A man in sandals along with a woman both in khaki shorts; are burying; a child; into a sand pile) ||| (A man in sandals along with a woman in a pink shirt; are burying; a child; into a sand pile) ||| (A man in a black shirt; are burying; a child; into a sand pile)","Parents amuse their young son by covering him with sand at the beach.","neutral"
"(White man; sits down; at a writing things) ||| (White man; sits; at a desk drinking coffee)","a man is drinking beer and watching football","contradiction"
"(A groom; dancing; with other couples; L:at a reception) ||| (A bride; dancing; L:at a reception)","A couple is sleeping","contradiction"
"(A woman; laughing; ) ||| (A man; laughing; )","Something funny happened or was said.","entailment"
"(A number of people; are swimming; L:in a body of water) ||| (A number of people; are diving; L:in a body of water)","Group of people enjoying a summer day.","entailment"
"(older man; helping; him) ||| (Little boy; holding; a hawk; with older man)","The boy is swimming with dolphins.","contradiction"
"(A woman; dancing; ) ||| (A woman street performer; is singing; )","A woman is playing the piano.","contradiction"
"(An elderly man; is holding; a paintbrush) ||| (An elderly man; is wearing; overalls)","An old man paints a picture of a landscape.","neutral"
"(canoes; producing; silk) ||| (A man; surrounded; by canoes)","the man is making clothes","neutral"
"(a car; carrying; a bouquet of flowers) ||| (A bride; coming; out of a car)","the woman is black","neutral"
"(food cart; selling; bread items) ||| (Old man; walks; away from food cart)","The man is not hungry.","neutral"
"(It; is; there are a lot of people) ||| (people; skiing; L:outside) ||| (It; is snowing; )","The snow melted causing no skiing to take place.","contradiction"
"(An older woman; reading; a book) ||| (An older woman; having; a mean) ||| (An older woman; is sitting; at a table)","An elderly person is at a restaurant.","neutral"
"(one in a red shirt; are rollerblading; L:on a shiny marble courtyard) ||| (Three small children in yellow shirts; are rollerblading; L:on a shiny marble courtyard)","The children are friends.","neutral"
"(A two children; walk; across the street) ||| (A man; walk; across the street; L:all in black jackets)","The man kept his children indoors all day.","contradiction"
"(the city; linking; arms) ||| (Two women; walk; down the street in the city)","Women beating their husbands for walking.","contradiction"
"(woman; are drinking; out of canning jars) ||| (The man; are drinking; out of canning jars)","A man and a woman have a drink.","entailment"
"(Women; wearing; smoking) ||| (Women; wearing; black standing)","A woman is smoking","entailment"
"(a black jacket; holding; a white bag) ||| (A person; dressed; in a black jacket)","Someone is standing.","entailment"
"(Two women; catch up; at a small family gathering) ||| (each; embracing; a little girl)","The women left their children behind.","contradiction"
"(a young girl; sit together; ) ||| (A man; sit together; T:while the girl colors on a sheet of paper in crayon)","Children play in the mud.","contradiction"
"(gray skirt; holds; a white umbrella; over her head; T:on a sunny day) ||| (A woman in a white blouse; holds; a white umbrella; over her head; T:on a sunny day)","A woman is asleep at her desk.","contradiction"
"(A white dog; is running; between yellow poles) ||| (A black dog; is running; between yellow poles)","A horse is jumping in an arena.","contradiction"
"(A bunch of children; are working together; on construction) ||| (A bunch of adults; are working together; on construction)","Dogs are building a house.","contradiction"
"(a young girl in a pink bathing suit; float together; L:on an inflatable tube in the water) ||| (A man; float together; L:on an inflatable tube; L:in the water)","A man and his daughter relax in their pool.","neutral"
"(a wooden table; creating; homemade crafts) ||| (Two adolescent girls; are seated; at a wooden table)","Nobody is sitting.","contradiction"
"(a white dog; are; in a grassy field) ||| (a black dog; are; in a grassy field) ||| (A brown dog; are; in a grassy field)","3 dogs are chasing a ball.","neutral"
"(a woman; sit; on wicker couches; L:in a large white room) ||| (A man; sit; on wicker couches; L:in a large white room)","There is a cat playing with a ball of yarn.","contradiction"
"(A group of people , mostly in black; are walking; around; L:under sparklers) ||| (A group of people , mostly in orange; are walking; around; L:under sparklers)","People are having a celebration.","neutral"
"(cars; are standing; on the intersection for the red light) ||| (People; are walking; L:on the street)","One of the cars at the red light is the color yellow.","neutral"
"(an Asian woman; are relaxing; L:in a butcher shop) ||| (A group of Asian men; are relaxing; L:in a butcher shop)","People patiently awaiting their orders from the butcher.","neutral"
"(Three children; jumping; on the ground) ||| (Three children; running; )","Some kids are being active.","entailment"
"(A man; sells; his produce) ||| (A man; in reads; the newspaper)","The man is working.","neutral"
"(a small asian child; enjoying; her drink) ||| (a small asian child; is sitting; on a blue bench)","An older caucasian man enjoys a momosa while sitting on a blue bench.","contradiction"
"(Lady with a headset in her ear; is fixing; coffee) ||| (Lady with a black outfit in her ear; is fixing; coffee)","The lady is a lawyer at her firm.","neutral"
"(a woman; are setting up; a dining room) ||| (A man; are setting up; a dining room)","The couple are setting up together.","neutral"
"(Two men; talking; L:in a field) ||| (Two men; walking; ) ||| (Two men; carrying; books)","The men were sitting.","contradiction"
"(a woman in green uniforms; are talking; L:in an alleyway) ||| (A man; are talking; L:in an alleyway)","A man and woman plan their bank heist.","neutral"
"(A black man in a head wrap; works; L:outside; shoveling a sand from a yellow truck on to a road) ||| (he; is surrounded; by plums of dust) ||| (he; is surrounded; by shrubs) ||| (he; is surrounded; by green grass) ||| (A black man in a tan sarong wrap; works; L:outside; shoveling a sand from a yellow truck on to a road)","A tall person shoveling","neutral"
"(The black dog; is running; through a snowy street) ||| (The brown dog; is running; through a snowy street)","The dog is running to meet his girlfreind from 3 streets over.","neutral"
"(a board; held; by her Karate instructor) ||| (A young female student; performing; a downward kick; to break a board)","A young female is demonstrating her golf swing.","contradiction"
"(A man with a beard; holding; a pair of tongs) ||| (A man with a beard; is sitting; with drinks; L:in front of him)","The man shaved today","contradiction"
"(A group of men; are playing; the drums) ||| (men; dressed; in red)","A group of men in matching clothes play in a band as others pass by.","neutral"
"(An African American woman in yellow; standing; next to two brightly colored clowns) ||| (orange; standing; next to two brightly colored clowns)","The woman is old.","neutral"
"(a field; overlooking; a body of water) ||| (A bunch of people; are gathered; L:in a field)","humans outside","entailment"
"(A man in jeans; is laying; down; L:on the ground) ||| (A man in t - shirt; is laying; down; L:on the ground)","The man is sleeping on the ground.","neutral"
"(a woman; are grilling; L:outdoors) ||| (A man; are grilling; L:outdoors)","A couple grills fish at the beach.","neutral"
"(the people on it; are silhouetted; by a sunset) ||| (A pier; are silhouetted; by a sunset)","a bunch of people sit on the pier","entailment"
"(a crowded restaurant; lit; L:in blue) ||| (Diners; sit; at tables; L:in a crowded restaurant)","Diners are mad because their food is cold.","neutral"
"(tie; eats; some food; L:in a park with some pigeons) ||| (An elderly asian man in a suit; eats; some food; L:in a park with some pigeons)","A man is swimming in a lake.","contradiction"
"(winter jacket; is looking; into the distance) ||| (A person; is; a red hat)","A farmer stares to see if he can see his cattle herd.","neutral"
"(woman; are standing; near a street in Times Square) ||| (A man; are standing; near a street in Times Square)","a mand and woman are outside","entailment"
"(A smiling man in uniform; surrounded; by grinning people in brightly-colored clothes) ||| (A smiling man in uniform; stands; on a cobblestone street)","A crowd of happy people smile at the policeman.","neutral"
"(Two musicians in white suits; play; guitars; T:while surrounded by a red curtain) ||| (Two musicians in white suits; play; guitars; T:while surrounded by associated gear)","They are in black","contradiction"
"(A man in a white hat; walks; past a disco club) ||| (A man in a red hat; walks; past a disco club) ||| (A man in a wig; walks; past a disco club)","There is music coming from the disco club.","entailment"
"(A group of women in black shirts; form; a human pyramid; T:while standing on a blue floor) ||| (A group of women in yellow shorts; form; a human pyramid; T:while standing on a blue floor)","Some girls are practicing gymnastics","entailment"
"(A boy; creating; multicolored jewelry) ||| (A boy; is; hard at work)","A boy watching television in his room","contradiction"
"(the Beat Sisters; performing; L:on stage) ||| (Dancing crew; called; the Beat Sisters)","Beat Sisters perform on a cruise ship.","neutral"
"(a rapid transit; parked; in front of a large building) ||| (Four people; standing; outside)","They are waiting for the tour buss to get there and take them on the city tour","neutral"
"(a grassy field; twisting; itself; around; to see underneath itself) ||| (a brown dog; is; in a grassy field)","A dog tries to get a bramble off it's tummy.","neutral"
"(An aging man in a orange palm tree shirt; holds; a drumstick) ||| (An aging man in a green palm tree shirt; holds; a drumstick) ||| (An aging man in a orange palm tree shirt; holds; a red drum) ||| (An aging man in a green palm tree shirt; holds; a red drum) ||| (An aging man in straw hat; holds; a drumstick) ||| (An aging man in straw hat; holds; a red drum)","A child prodigy sits at a Steinway grand piano, ready to amaze the audience with his prowess.","contradiction"
"(A baby girl; wearing; black shoes) ||| (A baby girl; wearing; blue pants) ||| (A baby girl; wearing; pink blouse) ||| (A baby girl; is sitting; on a white striped blanket on grass) ||| (A baby girl; is sitting; on a green striped blanket on grass) ||| (A baby girl; wearing; a white sweater)","A baby girl walks for the first time.","contradiction"
"(a grocery cart; poised carefully; L:at the edge of a skate park's bowl) ||| (A skateboarder; tries; a courageous trick- soaring over a grocery cart)","The skateboarder has no arms or legs.","contradiction"
"(a racetrack; lined; with a green fence) ||| (A man; is racing; around a racetrack)","The man is in a race","neutral"
"(a child; are sitting; by a cart of arrows; L:in front of a booth at a medieval Fayre) ||| (two women; are sitting; by a cart of arrows; L:in front of a booth at a medieval Fayre)","Family walks through the desert.","contradiction"
"(her band; are performing; L:on stage; L:in a club) ||| (A singer; are performing; L:on stage; L:in a club)","A band is playing for a huge crowd of thousands.","neutral"
"(A man with two children; are; in a swimming pool) ||| (two children; wearing; life vests)","the man giving his kids swimming lessons","neutral"
"(Three people; stand; in front of a smile) ||| (Three people; stand; in front of a store window)","these people just went on a shopping spree","neutral"
"(two police officers; stand; in front of a pile of garbage bags) ||| (Turbaned man; stand; in front of a pile of garbage bags) ||| (two police officers; stand; in front of a white canopy) ||| (Turbaned man; stand; in front of a white canopy)","Some people are standing outside.","entailment"
"(sunglasses; is talking; to a man) ||| (a man; sitting; next to boats; L:on a rock surface) ||| (A blond woman in a white tank top; is talking; to a man)","A dark haired woman talks with a man seated on some rocks","contradiction"
"(two men; are pointing; L:at the map) ||| (A group of workers; are staring; at a map)","The men are making a decision.","neutral"
"(A male; is taking out; the pastries) ||| (A male; is working; L:in a bakery shop)","A man is getting pastries for a customer.","neutral"
"(a mat; surrounded; by red fruits) ||| (A woman; sits; on a mat)","The woman likes red fruit.","neutral"
"(Three men in white helmets; hold; onto a silver handrail next to a busy street) ||| (Three men in black jackets; hold; onto a silver handrail next to a busy street)","Three daredevils prepare to vault over the handrail and dash across the street","neutral"
"(A multicultural group of friends; hanging out; to together; T:during a cold busy night) ||| (friends; sitting down; L:in an outdoor floor)","There are people swimming in the ocean","contradiction"
"(a table; lined; with decorated bottles) ||| (A person; cuts; paper; L:in front of a table)","A man is using scissors to cut paper.","neutral"
"(A boy with a blue hat; is hugging; a white dog; L:on a porch in the snow) ||| (A boy with a blue hat; is hugging; a brown dog on a porch in the snow) ||| (A boy with a black jacket; is hugging; a white dog; L:on a porch in the snow) ||| (A boy with a black jacket; is hugging; a brown dog on a porch in the snow)","A boy says goodbye to his dog for the last time.","neutral"
"(groom in white look; to be dancing; ) ||| (bride in white look; to be dancing; ) ||| (bride in white; holding; each other)","A couple share their first dance as a married couple.","neutral"
"(A woman in blue jeans; is running; away) ||| (A woman in a black shirt; is running; away)","The woman has two feet.","entailment"
"(one man in a paved courtyard; are examining; a yellow bucket) ||| (one man in a paved courtyard; are examining; a fat , yellow envelope) ||| (Two women; are examining; a yellow bucket) ||| (Two women; are examining; a fat , yellow envelope)","Three people are looking at the clues to figure out the next place to go.","neutral"
"(A group of men; gather; L:outside of a university building) ||| (A group of women; gather; L:outside of a university building)","People are riding on a bus.","contradiction"
"(one; is; hold something green) ||| (one; is; hold something white) ||| (Two girls with long hair; are smiling; )","Girls are having a good time together.","neutral"
"(The skier; creating; a dust cloud of snow behind him) ||| (The skier in blue; is turning; )","A skier skiing.","entailment"
"(a little girl; play together; L:in the water) ||| (A little boy; play together; L:in the water)","A brother and sister are swimming together.","neutral"
"(Two young women; looking; down) ||| (Two young women; smiling; )","The two females are happy.","entailment"
"(A group of children; are waving; a large cloth; down) ||| (A group of children; are waving up; a large cloth)","They are playing a game with the cloth.","neutral"
"(A woman; sitting; knitting) ||| (A woman; sitting; on the floor)","A woman is crocheting while standing outside.","contradiction"
"(A group of men; play; instruments) ||| (A group of men; gather; )","A rock band is playing.","neutral"
"(another person; wearing; a skull backpack) ||| (A person in a leather jacket with a skull on the back; is holding; the hand of another person)","Two guys play basketball","contradiction"
"(A man with a tan jacket; is fishing; L:in green waters) ||| (A man with a tan hat; is fishing; L:in green waters)","The man caught a mermaid.","contradiction"
"(A man in a green sweater; looks; at his cellphone) ||| (A man in a green shirt; looks; at his cellphone)","A woman answers her cellphone.","contradiction"
"(People; riding; L:in a Cyclothon; L:in professional helmets) ||| (People; riding; L:in a Cyclothon; L:in biking suits)","People ride in a bike race in France.","neutral"
"(The guests of the office table; had left; all of their belongings) ||| (The guests of the office table; had left; all of their paperwork)","The people rushed out of the office when the fire alarm went off.","neutral"
"(A baby; laughs; ) ||| (A baby; holds; a game control above its head)","An old man plays video games.","contradiction"
"(two boys; are climbing; L:on a rock in the park) ||| (A man; are climbing; L:on a rock in the park)","A man and his sons are climbing and hiking outdoors","neutral"
"(An elderly person; stands; in the street; T:during winter with a cane in the other) ||| (An elderly person; stands; in the street; T:during winter with evergreen tree branches in one hand)","An old man sitting inside on a couch","contradiction"
"(baby boy; are swimming; underwater; L:in a pool) ||| (A young girl; are swimming; underwater; L:in a pool)","it is snowing outside","contradiction"
"(A couple; sit; on the grass with a stroller) ||| (A couple; sit; on the grass with a baby)","There are people sitting","entailment"
"(A man with a tattoo; is balancing; a unicycle; on his chin in front of a building) ||| (a tattoo; wearing; a sleeveless tailcoat)","A man performs at the circus.","neutral"
"(a stadium; filled; with spectators) ||| (Players; engage; in a rugby match in a stadium)","The fans are cheering for the team.","neutral"
"(A black race car; blows; smoke; out the back of the car) ||| (A silver race car; blows; smoke; out the back of the car) ||| (A black race car; turns; sideways) ||| (A silver race car; turns; sideways)","The car is having engine trouble","neutral"
"(the steps; studying; the guidebook) ||| (The couple; relax; L:on the steps)","There is a couple playing cards.","contradiction"
"(a motorcycle; overlooking; a canyon) ||| (A man; is; on a motorcycle)","A man on a motorcycle waits in line at the dealership.","contradiction"
"(baby; waiting; L:at an airport) ||| (Woman; waiting; L:at an airport)","The airport is busy.","neutral"
"(A man; smiles; L:in his green kayak) ||| (A man; smiles; L:in his blue kayak)","a man smiles as he kayaks in a competition","neutral"
"(groom; taking; their wedding photos) ||| (A bride; taking; their wedding photos)","The bride and groom just got married.","neutral"
"(a brown shelf; wearing; a white dress) ||| (A little blond girl; standing; in front of a brown shelf)","There are bears on the shelf.","neutral"
"(The lady; is looking; up) ||| (The lady; is tossing; the balls)","a man fishing","contradiction"
"(a path; adorned; with grass) ||| (a path; adorned; with bushes) ||| (a path; adorned; with trees) ||| (Two couples; walking; L:on a path)","A few people are strolling through the park.","neutral"
"(a field; carrying; hay) ||| (The man; is walking; through a field)","A man is riding a horse through the city.","contradiction"
"(a camera; smiling; L:in a mostly empty restaurant) ||| (A woman in a jacket; is posing; for a camera)","A woman is taking a picture with her mother at a restaurant.","neutral"
"(Six women in a dressing room; talking; L:in front of mirrors) ||| (Six women in a dressing room; applying; makeup) ||| (Six women in a dressing room; are sitting; down)","Many women are conversing with each other.","entailment"
"(her shoulders; putting; a craft; together) ||| (An older woman; wearing; red sweatshirt on her shoulders) ||| (An older woman; wearing; a blue top)","A woman is wearing a matching yellow sunflower printed sweatsuit.","contradiction"
"(a black woman; walking; by) ||| (A food vendor; looking; at a black woman) ||| (A food vendor; is standing; on the sidewalk next to his food cart)","The food vendor is sitting down eating.","contradiction"
"(a bubble; making; machine; L:in the grass) ||| (A daschund with an open mouth; to bark; L:at a bubble) ||| (A daschund with an open mouth; appears; )","There is a dog near some grass","entailment"
"(a red horizontally - striped shirt; pointing; at something; T:while standing on a sidewalk) ||| (a white horizontally - striped shirt; pointing; at something; T:while standing on a sidewalk) ||| (a black jacket; pointing; at something) ||| (A man with dark glasses; pointing; at something; T:while standing on a sidewalk)","A man is sitting in a lawn chair looking at the sky.","contradiction"
"(A man in a layered green over black shirt; jumps; L:in front of a run down industrial building) ||| (A man in jeans; jumps; L:in front of a run down industrial building) ||| (A man in black oxfords; jumps; L:in front of a run down industrial building)","The man wished he dressed more warmly.","neutral"
"(a woman; walk; outside) ||| (A man; walk; outside)","a couple are strolling.","entailment"
"(city streets; trailed; by crowds on onlookers) ||| (Runners; jog; through city streets)","People are running through the streets while people watch.","entailment"
"(child; sit; in front of a birthday cake) ||| (baby; sit; in front of a birthday cake) ||| (A man; sit; in front of a birthday cake)","A family is waiting to open presents on Christmas.","contradiction"
"(woman; enjoying; their visit to an Asian market) ||| (Man; enjoying; their visit to an Asian market)","Both of them like eating Asian food from their local market.","neutral"
"(a construction site; dressed; in their work attire) ||| (Two workers; taking; a nap; L:at a construction site)","Two workers are knocked unconscious from the falling debris.","neutral"
"(A girl; looking; down; from the top of a tall cliff) ||| (A girl; is kneeling; )","A girl is riding a bicycle.","contradiction"
"(A man; is standing; near electrical cords) ||| (A man; is standing; near wood)","The man is on his feet.","entailment"
"(A little boy with a headset; is wearing; a black shirt with a gray shorts) ||| (A little boy with a headset; is wearing; a black shirt with a number on it) ||| (A little boy with a blue goggles; is wearing; a black shirt with a gray shorts) ||| (A little boy with a blue goggles; is wearing; a black shirt with a number on it)","A boys has his eyes and ears covered.","entailment"
"(A sad looking man; holding; his arm) ||| (A sad looking man; is sitting down; )","The man got divorced","neutral"
"(the air; talking; about something) ||| (A radio station; is; on the air)","The radio is loud.","neutral"
"(An older man; holds; a wrapped Christmas present) ||| (An older man; holds; a crying baby boy)","A young man opens a package.","contradiction"
"(black dog; jumping; over red - haired dog in grass) ||| (White dog; jumping; over red - haired dog in grass)","Dog jumps over dog.","entailment"
"(a drink; working; on her laptop) ||| (A woman with blond-hair; is sitting; in a booth with a drink)","There is woman using a computer.","entailment"
"(someone; playing; a guitar) ||| (A drummer; is sitting; behind a drum kit near to someone)","People are sitting in silence.","contradiction"
"(papers; neatly laid out; ) ||| (A glowing bust; sits; in the middle of a round table with papers)","The table is a small display with tour information in a museum.","neutral"
"(a striped short shirt; is sitting; on a sleeping) ||| (a striped short shirt; is sitting; on a stoop) ||| (A man in jeans; is sitting; on a sleeping) ||| (A man in jeans; is sitting; on a stoop)","Man knocked out by police laying on ground.","contradiction"
"(The man; uses; his cellphone) ||| (The man; holds; a drink)","the man is holding a football and a basketball","contradiction"
"(A person; stands; on the peaks of ice) ||| (A person; stands; on the peaks of snow)","The person stands in grass.","contradiction"
"(A bearded man; plays; the flute) ||| (A bearded man; sits; against a wall)","people playing music and singing.","neutral"
"(A man with blue with red polka dotted bottoms on; is running; into the water) ||| (A man with a blue hat; is running; into the water)","A woman is making tea.","contradiction"
"(Some people; looking over; at some black smoke in the distance) ||| (Some people; are standing; on the fire escape of their building)","There is one person standing on a fire hydrant.","contradiction"
"(Two men; are examining; sheets of wood) ||| (one; wearing; a face mask)","Two men are naked and looking at metal.","contradiction"
"(a parked car; staring; at an orange soccer ball) ||| (A boy; laying; in front of a parked car)","Two dogs walk on the road","contradiction"
"(a snowy area; looking; down) ||| (A person; stands; in a snowy area)","A man is in the snow.","entailment"
"(a pavilion; getting; drinks; from two men) ||| (Four people; are; at a pavilion)","A family is picking up their hot dogs from a vendor.","contradiction"
"(A man in jeans on a cherry picker; holds; onto a wooden sign) ||| (A man in a red shirt on a cherry picker; holds; onto a wooden sign)","The shirt is green","contradiction"
"(A man; is looking; at the camera) ||| (A girl in yellow; is laying; down)","A man looks at his daughter as someone takes his picture.","neutral"
"(Two white dogs; are; next to each other with red toys in their mouths) ||| (Two brown dogs; are; next to each other with red toys in their mouths)","Both dogs have a red toy.","entailment"
"(Two men in white uniforms; are demonstrating; karate) ||| (Two men in black uniforms; are demonstrating; karate)","A couple of men demonstrating karate moves","entailment"
"(kids; holding up; awards) ||| (The girl in a yellow shirt; walks; L:in front of a group of kids)","A girl holds up the awards.","entailment"
"(Two; smiling; ) ||| (Two children; holding up; peace signs)","Kids are posing for a photo.","neutral"
"(he; is seated; near) ||| (A man; is painting; a picture of the castle)","A man is completing a plein air painting of a picturesque landscape with a castle.","neutral"
"(her crimson red shirt; bearing; the number two in white) ||| (The player; slides; into home base in her crimson red shirt)","A girl is playing a game outdoors.","entailment"
"(a woman; pretend; to smoke large , fake cigars) ||| (A man; pretend; to smoke large , fake cigars) ||| (a woman; wear; funny masks) ||| (A man; wear; funny masks)","Two people are disguising themselves.","entailment"
"(a stage; dressed up; as a pink fairy) ||| (The little girl; is standing; on a stage)","A girl is putting on a show for her parents.","neutral"
"(Three men in white helmets; hold; onto a silver handrail next to a busy street) ||| (Three men in black jackets; hold; onto a silver handrail next to a busy street)","There are three men in black jackets sitting on a park bench.","contradiction"
"(A man; selling; cigarettes) ||| (candy; walking; down the street) ||| (A man; selling; flowers)","The man is asleep at home.","contradiction"
"(A man; looks; toward the horizon) ||| (A man; sits outside; at a table)","A man is walking on a sidewalk.","contradiction"
"(people; drinking; beer) ||| (A group of people; talking; )","The group watches the performers on stage in awe.","contradiction"
"(A boy; writing; L:in his notebook) ||| (A boy; is sitting; at a table)","The boy is playing video games.","contradiction"
"(A girl; poses; on a rusty fire escape ladder in hot pink heels) ||| (A girl; poses; on a rusty fire escape ladder in hot pink skirt) ||| (A girl; poses; on a rusty fire escape ladder in hot pink gloves)","A man poses with a gun.","contradiction"
"(A man; pours; a drink; into one of six glasses) ||| (A man; sits; at a table)","the man is standing","contradiction"
"(a white dog; catching; a Frisbee; at a competition) ||| (a small brown dog; catching; a Frisbee; at a competition)","The small dog was competing.","neutral"
"(boy; sit; on a police motorcycle) ||| (A woman; sit; on a police motorcycle)","A mother and son pose for the camera on a police motorcycle.","neutral"
"(Two young women; are having; a conversation) ||| (Two young women; are walking; )","The women are walking to a friend's house.","neutral"
"(a blond girl; are talking; L:outside; L:on a field) ||| (A brunette girl with glasses; are talking; L:outside; L:on a field)","Two girls have a conversation on the field.","entailment"
"(A man; looking; down; over a green valley) ||| (A man; is sitting; atop a mountain)","A man looks out and surveys nature from the mountain he climbed.","neutral"
"(A man in jeans; is laying; on rocks) ||| (A man in a blue shirt; is laying; on rocks)","A woman is laying on her bed in her bedroom.","contradiction"
"(A child with blond - hair; is looking; at a selection of brownies) ||| (A child with blond - hair; is looking; at a selection of cookies)","That dog looks at Alpo.","contradiction"
"(a lawn; painting; a picture) ||| (A woman; standing; on a lawn)","A women is painting a tree.","neutral"
"(girls; are sitting down; in an amusement park ride) ||| (Some boys; are sitting down; in an amusement park ride)","The kids are in an amusement park","entailment"
"(red snowsuit; smiles; T:while sitting on a large snowball) ||| (The small girl in the Hello Kitty gloves; smiles; T:while sitting on a large snowball)","They are playing in the snow because there is no school.","neutral"
"(Bicyclist riding on a grass field; wearing; a yellow uniform) ||| (Bicyclist riding on a grass field; wearing; a red uniform) ||| (Bicyclist riding on a grass field; wearing; a helmet) ||| (Bicyclist riding on a grass field; wearing; shades)","A woman rides a bicycle in a race over a grassy field.","neutral"
"(The brown dog; is running; towards a yellow tube) ||| (The brown dog; is running; towards a blue tube)","A dog running because his owner has a treat.","neutral"
"(a white shirt; sits; next to similarly dressed girl in a small cubicle) ||| (a girl in colorful leggings; sits; next to similarly dressed girl in a small cubicle)","Two girls are working on a project together.","neutral"
"(Four young kids; smiling; ) ||| (Four young kids; playing; ) ||| (Four young kids; are eating; )","The kids are crying as their toys were destroyed.","contradiction"
"(A man in a white shirt; looks; around; at a market stand) ||| (a market stand; carrying; accessories) ||| (a market stand; carrying; purses) ||| (a market stand; carrying; belts) ||| (A man in jean shorts; looks; around; at a market stand)","The man is selling purses.","neutral"
"(a sidewalk; wearing; high heels) ||| (a sidewalk; wearing; a blue striped shirt) ||| (A woman with shoulder length hair; sits; on a sidewalk)","A woman is jogging around the local central park.","contradiction"
"(two girls; strapped; into a ride) ||| (Two boys; strapped; into a ride)","The people are on a ride.","entailment"
"(Two women with shopping bags; walk together; down a crowded public street) ||| (Two women with cowboy hats; walk together; down a crowded public street)","Two ladies wearing hats were walking together outside.","entailment"
"(A man; is looking; at a television) ||| (A man; is playing; a special guitar)","The man is watching a television.","entailment"
"(There; is a man with; a stuffed animal) ||| (a stuffed animal; sitting; on a blue rug)","A man is giving a stuffed animal to a child.","neutral"
"(A brown dog; jumping; over a hurdle) ||| (A black dog; jumping; over a hurdle) ||| (A white dog; jumping; over a hurdle)","The dogs jump 2 feet high","neutral"
"(A man with a orange hat; is smiling; L:next to a pole) ||| (A man with a gray hat; is smiling; L:next to a pole) ||| (a blue sweater; is smiling; L:next to a pole)","A woman is examining something outside her office.","contradiction"
"(a low cement wall; facing; each other; L:in a marshy area) ||| (Two young boys; stand; on a low cement wall)","Two boys are outside talking about sports.","neutral"
"(A band of women in tropical shirts; is playing; L:in front of a visitors information center) ||| (A band of men in tropical shirts; is playing; L:in front of a visitors information center)","The band is playing outside","entailment"
"(A city breakdancer; to spin; ) ||| (A city breakdancer; starts; )","A person is performing in the street","entailment"
"(another man; rides; a wheelchair) ||| (a man; talks; on his cellphone)","A man talk on his cellphone.","entailment"
"(A young girl; is placing; her hand; on her chin) ||| (A young girl; is wearing; a costume)","A girl is dressed as a princess for Halloween.","neutral"
"(rocks; facing; a coniferous trees) ||| (rocks; facing; a waterfall) ||| (A hiker with a pole in each hand; is standing; on rocks) ||| (a pole in each hand; wearing; beige shorts)","The man is outdoors.","entailment"
"(A woman; doing; something; with her hands) ||| (A woman; is sitting; in a chair)","The woman is busy.","entailment"
"(two people; are jogging; L:along a cleared path near several trees) ||| (Three people; are walking; )","Three friends talk as they walk along the trail.","neutral"
"(the black dog with green harnesses; are; in the sand) ||| (The brown dog; are; in the sand)","The two dogs are in the sand.","entailment"
"(A person; is; airborne) ||| (A person; rides; a bike; off the top of a hill)","They are riding very fast.","neutral"
"(Two young adults; are holding; a smiling) ||| (Two young adults; are holding; a Mike Huckabee campaign sign)","Paul Rand supporters are holding up his political campaign signs.","contradiction"
"(three boys; are walking; into the water; L:on the beach) ||| (a father; are walking; into the water; L:on the beach)","Two boys and a girl are throwing a football on the beach.","contradiction"
