"Premises","Hypothesis","GoldLabel"
"(A man with advertising signs; reading; a newspaper) ||| (A man with advertising signs; stands; on the sidewalk)","A man is watching cars on the street.","contradiction"
"(a brown dog; are fighting; ) ||| (A black; are fighting; )","The 2 dogs are cuddling togethor on the dog bed.","contradiction"
"(Two older men; are having; a discussion; L:outdoors; L:in an area with stone floor) ||| (Two older men; are having; a discussion; L:outdoors; L:in an area with stone walls)","The men are eating outdoors.","contradiction"
"(a road; fanning; herself) ||| (A woman in a white shirt; standing; beside a road)","A man riding a skateboard beside a road.","contradiction"
"(a polo shirt; is carrying; a garbage bag; out of an empty lot with another man) ||| (another man; following; him) ||| (A young man in shorts; is carrying; a garbage bag; out of an empty lot with another man)","A young man carries garbage to the recycling bin while a second man follows.","neutral"
"(A yellow plane; does; a loop in the air) ||| (A red plane; does; a loop in the air) ||| (A blue plane; does; a loop in the air)","The plane is part of an airshow.","neutral"
"(he; head; towards the ground) ||| (A female gymnast; is doing; a flip as is captured in the photo with her feet in the sky)","the man is running in town","contradiction"
"(a house; being built; ) ||| (A man; stands; in front of a house)","The man is sitting outside.","contradiction"
"(The little girl; makes; the universal sign for "" Touchdown) ||| (The little girl; tackles; a man)","A man and a girl are eating dinner in a restaurant.","contradiction"
"(A balding man; is playing; singing) ||| (A balding man; is playing; guitar)","he is performing a original song","neutral"
"(A person; walking; well lit street; L:close to a house with Christmas lights) ||| (A person; walking; down a snowy)","A person is going down the road.","neutral"
"(a boy; are walking; across an intersection) ||| (Two girls; are walking; across an intersection)","Some people are running across the sidewalk.","contradiction"
"(a couch; pursing; her lips) ||| (Blond woman; lounging; L:on a couch)","A blond woman is sprinting on a treadmill.","contradiction"
"(a woman in a green sweater; are opening; presents) ||| (A man in glasses; are opening; presents)","No one has a green sweater.","contradiction"
"(a street; wearing; a large hat) ||| (A man; is walking; down a street)","A man casts his fishing line.","contradiction"
"(A group of workers in hard hats; pose; on top of a factory type building) ||| (A group of workers in orange safety vests; pose; on top of a factory type building)","A group of workers are holding tools while posing for a picture.","neutral"
"(people; are; in the background) ||| (Three individuals; examine; a table full of bags with other tables)","There are two individuals talking to each other.","contradiction"
"(A woman; is holding; a brown umbrella for a lady) ||| (a race; wearing; number 13406) ||| (a lady; running; L:in a race) ||| (A woman; is holding; a pink umbrella for a lady)","A woman is taking a bath.","contradiction"
"(bar; decorated; with prize ribbons) ||| (Dog with toy in mouth; jumps; over bar)","A dog jumped over a bar.","entailment"
"(There; is a woman in; a funny looking hat) ||| (a woman in a funny looking hat; talking; to people)","A woman wearing a Dr. Seuss hat telling stories to a group of children.","neutral"
"(A construction worker; looks; down) ||| (A construction worker; stand; upon a wooden beam)","A construction worker eats his lunch while his coworkers keep working","contradiction"
"(hat; is looking; at flowers) ||| (a woman in a fur coat; is looking; at flowers)","A woman in a mink coat is shopping for roses.","neutral"
"(Asian teens; holding; pieces of paper) ||| (Asian teens; standing; in line; L:at school)","The teens are caucasian.","contradiction"
"(A man in shorts; is surfing; L:in the ocean) ||| (A man in a blue shirt; is surfing; L:in the ocean)","Someone is learning to surf.","neutral"
"(an African American woman; are displaying; their culinary dishes) ||| (An Asian woman; are displaying; their culinary dishes)","Cultural dishes are on display.","entailment"
"(A man; is identifying; trees; L:in a wood) ||| (A man; is sorting; )","There is one man in this picture, and he is outside.","entailment"
"(a standing man; plucking; a bass) ||| (A seated man; playing; a small guitar next to a standing man)","Two men are performing an avant-garde music piece for the local arts festival.","neutral"
"(A person; stands; outside near the water underneath a sky of setting clouds) ||| (A person; stands; outside near the water underneath a sky of setting sun)","A man is standing at the beach during sunset.","neutral"
"(A girl; is covering; her head; with a white jacket) ||| (A girl; is covering; her head; with a green jacket)","Somone has their head covered.","entailment"
"(the girl; wearing; headphones; T:on a winters day) ||| (A man; walks; L:next to the girl)","A man notices a girl on his way home from work.","neutral"
"(A little girl in a white ski suit; sideways; on the snow) ||| (A little girl in a pink ski suit; sideways; on the snow) ||| (the snow; covered; slope) ||| (A little girl in red helmet skies; sideways; on the snow)","It is winter and is cold outside.","neutral"
"(a woman; wear; a tiara on a beach) ||| (a woman; wear; a fancy dress on a beach)","A person is by the water.","entailment"
"(various workers; going; about their business) ||| (Man with a walking stick; walks; past a huge wall mural of various workers)","The man is outside walking.","entailment"
"(A woman in hat; standing; in front of a brick building with a sign above her) ||| (a red shirt; standing; in front of a brick building with a sign above her)","The building is a restaurant.","neutral"
"(a bucket; playing; a banjo) ||| (A guy; sitting outside; on top of a bucket)","A man playing flute on top of the stairs.","contradiction"
"(a yellow machine; wearing; blue clothes) ||| (Men; sitting; on a yellow machine)","The men are in a seated position.","entailment"
"(the sand; carrying; a stick) ||| (A brown dog; runs; on the sand)","The dog is white and is running in the grass.","contradiction"
"(Two young boys; talking; to each other) ||| (Two young boys; are sitting; on a trampoline)","Two boys are playing football.","contradiction"
"(four girls; playing; jump-rope; L:in the immediate foreground) ||| (many people; are milling; about; with four girls; L:At a crowded outdoor event)","Children play at a neighborhood festival.","neutral"
"(father; take; their similarly dressed family; for a stroll in public area) ||| (A mother; take; their similarly dressed family; for a stroll in public area)","The mother and father are taking the family to eat at a restaurant.","contradiction"
"(a man in black swim trunks; are jumping; L:in the water; L:at the beach) ||| (A woman in a pink bikini; are jumping; L:in the water; L:at the beach)","The people are at a water park.","contradiction"
"(The girl in pink boods; is wading; through a puddle) ||| (The girl in a pink coat; is wading; through a puddle)","The girl is wearing pink clothes and is getting wet.","entailment"
"(People; are reading; newspapers; L:in an alleyway) ||| (People; are standing; ) ||| (People; are sitting; )","People are in a car driving down the street.","contradiction"
"(A lady; looks; at a poster with several spoons) ||| (A lady; looks; at a poster with a face)","A person looks at an ad.","neutral"
"(Men; talking; on cellphones) ||| (Men; standing; around)","Everyone who is on the phone is sitting down.","contradiction"
"(another man; is praying; L:on another bench) ||| (A man; is playing; a guitar; L:on a bench; L:in the woods)","Nobody is holding an instrument.","contradiction"
"(Cyclist; giving; it; their all; to pass the leader in orange shirt) ||| (Cyclist; giving; it; their all; to pass the leader in white shirt) ||| (Cyclist; giving; it; their all; to try)","Cyclists in the middle of a race","neutral"
"(a large dog; play together; ) ||| (A small dog; play together; )","A Great Dane and a miniature Schnauzer romp in a field together.","neutral"
"(The bears; to have; a friendly or familiar relationship) ||| (The bears; seem; )","The bears are sitting in a house","contradiction"
"(a chair; drawing; a caricature portrait of a young boy) ||| (A woman; sits; at a chair)","A man is having his potrait made by a lady artist.","neutral"
"(black dogs on snow; barking; L:at each other) ||| (black dogs on snow; showing; teeth) ||| (Brown dogs on snow; barking; L:at each other) ||| (Brown dogs on snow; showing; teeth)","Dogs are outdoors","entailment"
"(People; lying; on steps) ||| (People; are sitting; )","People dancing together.","contradiction"
"(a circle; playing; instruments; L:in a wooded parking lot) ||| (A group of six men; stand; in a circle)","Tall humans standing","neutral"
"(2 people; waiting; ) ||| (2 people; standing; inside a bus)","couple of people in bus stop","entailment"
"(People; wait; L:in line next to a tobacco store) ||| (People; wait; L:in line next to a wine)","People are walking in a park.","contradiction"
"(a shallow pond; surrounded; by plants) ||| (Two girls in skirts; walk; through a shallow pond)","Two friends are walking in a garden","entailment"
"(The waiter with a black vest; is waiting; on the people in the restaurant with a big mirror in the wall) ||| (The waiter with a white shirt; is waiting; on the people in the restaurant with a big mirror in the wall)","The waiter is hurrying to get to work.","contradiction"
"(These people; playing; various instruments) ||| (These people; having; drinks) ||| (These people; are; in a restaurant)","The people are outside eating.","contradiction"
"(its reflection; are seen; L:near a pond) ||| (a pond; ringed; by dry foliage) ||| (A black dog; are seen; L:near a pond)","The dog stands alert in a desert.","contradiction"
"(a man in a blue shirt; are standing; in front of a truck) ||| (A man in uniform; are standing; in front of a truck)","truck was broken into","neutral"
"(boy; hug; each other; L:near a doorway) ||| (A girl; hug; each other; L:near a doorway)","A girl is hugging another girl outside.","contradiction"
"(A woman with glasses; pushes; a red baby stroller; down an unpaved pathway) ||| (glasses; wearing; a green knitted hat)","A human pushing","entailment"
"(a mountain; covered; in snow) ||| (A number of people; laying; L:under a mountain) ||| (people; standing; )","A group of hikers are standed.","contradiction"
"(a young woman; serve; food) ||| (A young man; serve; food)","Servant and maid doing their work at lunch table","neutral"
"(a few; are holding up; cameras) ||| (Several people; are facing; a white vehicle)","People are taking picture of a famous singer in a limo.","neutral"
"(an injured player; lying; on the field) ||| (Soccer players; express; concern for an injured player)","a soccer playing worrying over a hurt player","entailment"
"(a man; plays; a board game; L:in an orange jersey) ||| (A woman; plays; a board game; L:in a brown shirt; L:in an orange jersey)","Two people are playing Monopoly.","neutral"
"(A man in blue jeans; stands; in front of a shop window next to a open cellar) ||| (A man in a black shirt; stands; in front of a shop window next to a open cellar)","The man is window shopping","neutral"
"(spectators; sitting; on steps on their left) ||| (Two men; are playing; guitars; L:outside a cement structure with spectators) ||| (Two men; are singing; )","A man plays guitar alone in his basement.","contradiction"
"(a parrot; sits; nearby) ||| (A little dog; looks; at a tennis ball in the air)","A large dog jumps to try to catch a parrot.","contradiction"
"(a city; consisting; of a pizzeria) ||| (a city; consisting; of a grill) ||| (People; walking; through an intersection of a city)","People  like grills.","contradiction"
"(a man in black standing near a camper; setting up; video equipment) ||| (There; is a man in; black standing) ||| (a man in black standing near vehicles; setting up; video equipment)","A man is setting up equipment for a big movie they are about to shoot.","neutral"
"(Man with beer; pouring; lighter fluid; on a barbecue pit) ||| (Man with cigarette; pouring; lighter fluid; on a barbecue pit)","A man tries to light a barbecue pit","entailment"
"(a brown hair lady; are walking; holding hands) ||| (A white - haired man; are walking; holding hands) ||| (a brown hair lady; are walking; together) ||| (A white - haired man; are walking; together)","A couple is on vacation.","neutral"
"(Three blonds; dressed; in white walk across a bridge in the daytime) ||| (Three blonds; dressed; in black walk across a bridge in the daytime)","Three people are sitting in a tree.","contradiction"
"(the beach; carrying; a surfboard) ||| (the beach; carrying; blue flippers) ||| (Man; walking; L:on the beach)","A surfer carrying ski equipment.","contradiction"
"(a woman; are having; a conversation) ||| (Two men; are having; a conversation)","The friends were catching up with each other.","neutral"
"(one women; is standing; by them) ||| (Two people; are sitting; on a bench)","The bench is empty","contradiction"
"(A woman; uses; her smartphone; T:while seated) ||| (A woman; wears; a scarf)","A woman is using her phone","entailment"
"(A group; has; 53:11 remaining) ||| (a project; involving; a piano) ||| (A group; works; on a project)","The people are part of a team for their job","neutral"
"(the lady; holding; the water bottle) ||| (The lady with the brown shirt; is chatting; with the lady)","The women are walking away from each other","contradiction"
"(A boy with a cap; is walking; L:along the lip of a feature at a skate park) ||| (a cap; carrying; a skateboard)","A boy is searching for something","neutral"
"(A woman with black pants; is walking; down the sidewalk in front of a banner advertising hamburgers) ||| (A woman with a white jacket; is walking; down the sidewalk in front of a banner advertising hamburgers)","A woman walks past a McDonalds banner.","neutral"
"(A man; standing; in front of a building with foliage) ||| (A man; standing; in front of a building with a white picket fence)","The man is next to a pool.","contradiction"
"(the silver round tables; aligned neatly; ) ||| (The benches; are; in a long row; with the silver round tables)","The room is ready for the party.","neutral"
"(a beverage in her hand; is listening; to music) ||| (a blond female , with a cigarette in her mouth; is listening; to music)","The female is enjoying the music show","entailment"
"(a black hat; is sitting; on a bus next to another person) ||| (A man in dark sunglasses; is sitting; on a bus next to another person)","only two people are sitting inside a bus","neutral"
"(a black dog; running; across a grassy field) ||| (a brown dog; running; across a grassy field)","The dog is sitting on the porch.","contradiction"
"(A person; carrying; lumber) ||| (A person; riding; a bike)","The lumber is tied to the man's bike.","neutral"
"(a sidewalk; holding; hands; next to scooters) ||| (Two asian people; are walking; L:on a sidewalk)","The people holding hands are african-american.","contradiction"
"(The man; is grilling; hamburgers in the park) ||| (The man; is grilling; hotdogs in the park)","An adult is grilling meat outdoors.","entailment"
"(A wet crying baby; wrapped; in a blue towel) ||| (A wet crying baby; wrapped; in a red towel)","A baby is waiting for her bottle.","neutral"
"(An old man; is grilling; burgers; L:outside) ||| (An old man; is grilling; hotdogs; L:outside)","An old woman is making sausage.","contradiction"
"(A little boy; riding; in a shovel) ||| (A little boy; smiling; )","The boy is playing in a shovel.","neutral"
"(A child; bouncing; L:in bounce) ||| (A child; bouncing; L:in a play)","There is a child playing.","entailment"
"(A group of children; looking; at the American flag) ||| (A group of children; wearing; white karate shirts)","Young karate masters say the pledge of allegiance.","neutral"
"(A group of men; gather; L:outside of a university building) ||| (A group of women; gather; L:outside of a university building)","People are waiting for something.","neutral"
"(a trashcan; taking; photographs) ||| (A woman; is elevated; on a trashcan)","A woman taking a video at her daughters dance recital.","contradiction"
"(the street; wearing; green outfits) ||| (Schoolgirls; walk; down the street)","Some kids in uniforms are walking.","neutral"
"(a man in a black suit; looking; at the ocean) ||| (a man in a black suit; are standing; at a rail) ||| (A woman in a long white bridal gown; looking; at the ocean) ||| (A woman in a long white bridal gown; are standing; at a rail)","People dressed for a wedding are standing at a rail.","neutral"
"(kids; are admiring; a huge soft figure of a pig) ||| (A mother; are admiring; a huge soft figure of a pig)","A lot of humans admiring","neutral"
"(a woman; walk; around a corner next to a painted wall mural) ||| (a painted wall mural; depicting; children) ||| (A man; walk; around a corner next to a painted wall mural)","A couple inspects a mural.","neutral"
"(Two; pouring; cement; into a hole in a street) ||| (Two men; are working; with a cement mixer)","The hole is being filled with cement by two people.","entailment"
"(A white dog with its tongue out; is walking; ) ||| (A black dog with its tongue out; is walking; )","Dog trying to stay cool in the summer.","neutral"
"(a tool; set; with an overturned bike at his side) ||| (A young boy with an orange shirt on; is looking; at a tool)","The boy wears no shirt.","contradiction"
"(A boy in white pants; stands; on the edge of a lake; L:in a town with a church in the background) ||| (A boy in a blue shirt; stands; on the edge of a lake; L:in a town with a church in the background)","a boy is outsside","entailment"
"(a warm hat; looks; in the distance) ||| (A lady with glasses; looks; in the distance)","Everyone is reading.","contradiction"
"(girls; jumping; into a swimming pool) ||| (boys; jumping; into a swimming pool) ||| (Six children; jumping; into a swimming pool)","A group of children at a pool on a sunny day.","neutral"
"(Three men in white helmets; hold; onto a silver handrail next to a busy street) ||| (Three men in black jackets; hold; onto a silver handrail next to a busy street)","Two men in blue jackets watch fireworks","contradiction"
"(There; is a man in; a blue sleeveless shirt) ||| (a man in a blue sleeveless shirt; using; a black punching bag)","A man in a green long sleeved shirt waits by a tree.","contradiction"
"(a table; lined; with decorated bottles) ||| (A person; cuts; paper; L:in front of a table)","There are some bottles in the picture.","entailment"
"(People; are walking; L:on a brick tiled floor; L:on the street; L:near some tall buildings) ||| (People; are walking; L:on a brick tiled floor; L:on the street; L:near some fast food restaurants)","a man lying on the street","contradiction"
"(woman; are riding; a motor scooter) ||| (A man; are riding; a motor scooter)","A man teaching a woman how to change a tire.","contradiction"
"(A woman; using; her laptop; T:while sitting on some steps , next to her numerous bags) ||| (A woman; taking; a smoke break; L:next to her numerous bags)","Woman painting her nails in her bathroom.","contradiction"
"(a little boy in blue life jackets; are rowing; a yellow canoe) ||| (A man in blue life jackets; are rowing; a yellow canoe)","The canoe is about to be eaten by a sea monster.","contradiction"
"(a hill; covered; in pine trees) ||| (Two women; are hiking; down a hill)","Two women enjoy their nature hike.","neutral"
"(a woman; have; a conversation inside the living room of a home in a city) ||| (A man; have; a conversation inside the living room of a home in a city)","a man and women are sleeping together","contradiction"
"(a white dog; jumping; L:in the grass; T:after a Frisbee) ||| (a black dog; jumping; L:in the grass; T:after a Frisbee)","This dog is never without her favorite tennis ball.","contradiction"
"(tan boots; is walking; L:on the street; L:in front of a group of people) ||| (A woman in a black jacket; is walking; L:on the street; L:in front of a group of people)","a woman is walking past a small crowd.","entailment"
"(A man; sprayed painted; with graffiti) ||| (A man; is driving; a white van)","A man is operating a vehicle.","entailment"
"(a third person in the background; carries; something in her hand; T:while passing through a door) ||| (A woman; is handing; something; to another individual)","A woman hands over a burger to the customer","neutral"
"(a river; casting; a net) ||| (A man; is; waist deep in a river)","The man is 100% dry.","contradiction"
"(a woman; wearing; white) ||| (A man in a Hawaiian shirt; takes; a photo of a woman)","He is a tourist","neutral"
"(2 hikers; trying; to cross) ||| (2 hikers; are; in the water)","A man and a woman are on their way to hike.","neutral"
"(a yellow t - shirt; is looking; at the ground) ||| (A man in a jumpsuit; is looking; at the ground)","The jumpsuit is black.","neutral"
"(one; playing; one dancing) ||| (Two women; are; at the shore of a beach) ||| (one; playing; an instrument)","A woman is playing an instrument.","entailment"
"(A man with a gray shirt; is working; on a crafts cart) ||| (A man with a green hat; is working; on a crafts cart)","a woman is knitting a scarf","contradiction"
"(a purple dress; sits; in a folding chair; L:on the curb) ||| (A woman in white makeup; sits; in a folding chair; L:on the curb)","A person who is dressed up is sitting near a road.","entailment"
"(The manual; is; blue look for the with stripe) ||| (The manual; is; green look for the with stripe)","The manual is black and white.","contradiction"
"(two in white shirts; are painting; pictures) ||| (Two girls in green shirts; are painting; pictures)","The girls are drawing pictures with pencils.","contradiction"
"(spectators; sitting; on steps on their left) ||| (Two men; are playing; guitars; L:outside a cement structure with spectators) ||| (Two men; are singing; )","There is a group watching two men play guitar and sing.","entailment"
"(a rock; covered; L:in blue squares) ||| (woman; drilling; a hole; L:in a rock)","She is working","neutral"
"(a woman; are paying; toll) ||| (A man; are paying; toll) ||| (a woman; are entering; a bus) ||| (A man; are entering; a bus)","Two people are loading onto a bus.","entailment"
"(A well; rests; against a tree) ||| (A well dressed , dark - haired , dark - skinned young man; wearing; earbuds sits)","A business woman climbs a tree.","contradiction"
"(water; being sprayed up; from the ground) ||| (A young boy; is jumping; through water)","A pipe has burst and is spraying water up from the ground.","neutral"
"(A man; pulling; down; his red long-sleeve sweater) ||| (A man; is sitting down; )","He thinks his sweater is too short","neutral"
"(a dark-haired woman; wearing; sunglasses) ||| (A dark-haired man; sits; atop a structure near a dark-haired woman)","A brunette guy and a woman are enjoying the sunshine.","neutral"
"(two people; are jogging; L:along a cleared path near several trees) ||| (Three people; are walking; )","Five people are outdoors.","entailment"
"(a stream; surrounded; by rocks) ||| (A man; stands; in a stream)","The man sitting outside of the stream is throwing rocks into the stream.","contradiction"
"(An Asian band; using; drums) ||| (An Asian band; screaming; L:at the top of their lungs)","An old lady knits alone.","contradiction"
"(A girl in a white dress; walks; away from white boots; L:on a beach) ||| (A girl in a white dress; walks; toward the water on a beach)","A man takes his son to the water.","contradiction"
"(A man; using; tools) ||| (A man; is sitting; against a building)","There is a man standing and doing nothing outdoors.","contradiction"
"(A dog; catches; a Frisbee in the grass) ||| (A dog; jumps; )","The dog is sitting on a couch.","contradiction"
"(a wooden bench; posed; for the camera; L:in front of a beautiful scene of trees for the shoreline) ||| (a wooden bench; posed; for the camera; L:in front of a beautiful scene of smooth water for the shoreline) ||| (A man in a blue jacket; sits; on a wooden bench)","The man is outside posing.","entailment"
"(a guy; dressed; in a crazy outfit) ||| (A man on machine; talking; to a guy)","two men are dancing","contradiction"
"(Two men in jackets; are walking; down a small road) ||| (Two men in jeans; are walking; down a small road)","The men know each other.","neutral"
"(her dog; having; lunch; L:on a park bench) ||| (A woman; having; lunch; L:on a park bench)","The woman is giving her dog a bath.","contradiction"
"(three bicycles; are resting; L:by a silver car) ||| (woman; are resting; L:by a silver car) ||| (A man; are resting; L:by a silver car)","There are two people and three bikes in this picture.","entailment"
"(A boy with a dish of food; sits; next to another boy; L:in a green jacket) ||| (a dish of food; balanced; on his head)","Boy shows off his balancing act","entailment"
"(a busy store; being renovated; ) ||| (A Toyota truck; is parked; outside a busy store)","A man parked his vehicle to grab some food.","neutral"
"(A white dog; is running; L:in the grass) ||| (A black dog; is running; L:in the grass)","The dogs are inside sleeping.","contradiction"
"(another Green Bay Packers teammate; are celebrating; a touchdown; L:in an end zone) ||| (Aaron Rodgers; are celebrating; a touchdown; L:in an end zone)","The Packers are winning the game","neutral"
"(A brown dog; rests; L:on a blue couch) ||| (A black dog; rests; L:on a blue couch)","The dog was resting on the couch after playing fetch outside with his master","neutral"
"(gravel; sits; beside it) ||| (This train; is; yellow)","There is a yellow train at rest on the tracks.","neutral"
"(a food cart; run; by a man with bystanders) ||| (Four black men; are sitting; on a bench near a food cart)","The food cart is deserted.","contradiction"
"(A young kid; looking; joyous) ||| (A young kid; smiling; )","This kid cries tears from a punishment.","contradiction"
"(Two cage fighters; fight; against each other; L:in a cage) ||| (both; shirtless; fight against each other in a cage)","People killing each other.","contradiction"
"(two women; are seated; L:outside; L:on a wall next to a sheet of water with a tall white structure in the background) ||| (A man; are seated; L:outside; L:on a wall next to a sheet of water with a tall white structure in the background)","A young couple observe a beautiful waterfall.","neutral"
"(A woman on a beach; jumping; ) ||| (A man on a beach; jumping; )","The man and woman are in swimming suits.","neutral"
"(A man in a white shirt; showing; something; to a woman in a white shirt) ||| (A man in a white shirt; is standing; in the grass)","Two people are standing in the grass","entailment"
"(a mountain; covered; in pine trees) ||| (A young girl with a big black coat jumping; surrounded; by a mountain) ||| (A young girl with a big black coat jumping; surrounded; by white snow)","An older boy lays down in the snow to make a snow angel.","contradiction"
"(A young lady with a white pearl bracelet; is handing back; some cash; to a little boy) ||| (A young lady with a peach shirt; is handing back; some cash; to a little boy)","The young lady is giving the boy a kiss.","contradiction"
"(a older women; is walking; down the street) ||| (A girl; is walking; down the street)","The girl and woman are outside.","entailment"
"(A group of people; are walking; toward hills; L:in the distance on a trail outside) ||| (people; wearing; backpacks)","The backpacks are big.","neutral"
"(The three children; are standing; by a fence) ||| (The three children; are standing; on)","Kids are hanging out outdoors.","entailment"
"(driver; driving; down; a racetrack) ||| (The Petronas racing car; driving; down; a racetrack)","The car will lose the race.","neutral"
"(The Asian girl in white; is carrying; a basket) ||| (The Asian girl in white; is standing; next to the woman in green)","the boy is swimming","contradiction"
"(a young boy; smiles; L:Near a chair) ||| (a young boy; smiles; L:Near a window) ||| (a young boy in a blue shirt; holds; something; L:in his hand; L:Near a chair) ||| (a young boy in a blue shirt; holds; something; L:in his hand; L:Near a window)","A person is happy.","entailment"
"(a group; raising; their hands) ||| (Girls team members; gather; L:in a group)","Some birds are flying across the sky.","contradiction"
"(A man; is pointing; at you) ||| (A man on a bike; is wearing; a helmet , logo shirt)","A man sitting leafs through a magazine","contradiction"
"(Two; talking; to a third young lady with black hair) ||| (Two young ladies with red - hair; are sitting; on a bench)","A group of girls sitting and talking.","entailment"
"(the beams; concentrating; on his work) ||| (A construction worker; is; bent over the beams)","The worker is inspecting the beams.","neutral"
"(A person; is standing; near a row of identical white bicycles) ||| (A person; is standing; near a row of identical red bicycles)","A person is watching his friend's bike while he is in the store.","neutral"
"(Blond woman texting; passes; L:in front of her) ||| (Blond woman; texting; T:while bicyclist in helmet)","The woman is sleeping while texting.","contradiction"
"(a sidewalk; surrounded; by fruit) ||| (A woman; sits; on a sidewalk)","A man cannot find any fruit.","contradiction"
"(A guy in navy yellow shorts; jumping; into a pool) ||| (A guy in navy blue shorts; jumping; into a pool)","A man sitting in his car","contradiction"
"(a darkened cafe; overlooking; a busy shopping mall) ||| (A man; sits; alone with his drink; L:at a long table; L:in a darkened cafe)","A man drinks a coffee in a dimly lit cafe on the second level above a shopping mall.","neutral"
"(A group of fourteen; is assembled; L:in a hall with a stage) ||| (A group of fourteen; is assembled; L:in a hall with dining tables)","Fourteen people assemble in a room","entailment"
"(A man; watching; a fishing pole) ||| (A man; is sitting; by a creek)","A woman is fishing with a net.","contradiction"
"(A female in white high heels; is walking; down the street) ||| (A female in blue jeans; is walking; down the street)","A woman is dancing in the street.","contradiction"
"(a blue tank top; runs; L:on the grass near an orange tape) ||| (a blue tank top; runs; L:on the grass near an orange cone) ||| (A young girl in dark shorts; runs; L:on the grass near an orange tape) ||| (A young girl in dark shorts; runs; L:on the grass near an orange cone)","A girl is running toward a construction site.","neutral"
"(A young girl; is wearing; a pink headband) ||| (A young girl; is wearing; a purple shirt)","She wore a headband.","entailment"
"(women; are jumping; into the air; L:in unison; over a sand castle) ||| (Seven young men; are jumping; into the air; L:in unison; over a sand castle)","The group just won the national sand castle contest.","neutral"
"(some of the runners; are wearing; the Native Americans; T:headdress) ||| (A group of people; are running; )","Many people are running, including some wearing Native American headdresses.","entailment"
"(Three dogs; to be playing rough; L:inside a fenced enclosure) ||| (Three dogs; appear; )","Some dogs are roughhousing.","entailment"
"(its tongue; hanging; out of its open mouth) ||| (A long-haired dog; is running; across the grass toward the camera)","dog chasing frisbee","neutral"
"(A little boy; is wearing; a blue helmet) ||| (A little boy; is wearing; a climbing harness)","A young man is about to zip line off the Empire State building.","contradiction"
"(people; smiling; ) ||| (people; are standing; around)","Nobody is standing.","contradiction"
"(Women; is reaching; L:in wallet) ||| (Women; sitting; at table one)","She is paying for dinner.","entailment"
"(A black dog; runs; L:on the grass; L:near to a white dog) ||| (A black dog; runs; on the grass near to a brown dog)","Two cats ignore each other.","contradiction"
"(A woman; points; to a big brown dog at the bottom of the hill) ||| (A woman; holds; her little white dog)","A cat eating a goldfish.","contradiction"
"(People; relaxing; clothing) ||| (People; hanging out; L:on the beach; L:in bathing suits)","A student is in the library studying.","contradiction"
"(A girl with a man with a blue jacket; are looking; at the mountains) ||| (a blue jacket; tied; around his waist) ||| (A girl with a red cap; are looking; at the mountains)","the people are hiking","neutral"
"(A man; wearing; scarf) ||| (A man; wearing; a bowler cap)","A man in a hat and scarf is waving down a taxi.","neutral"
"(The collie; is running; down; a yellow board) ||| (The collie; is running; down; a blue board)","The collie is sitting next to it's owner at a dog show.","contradiction"
"(woman; smiling; T:during a meal) ||| (A man; smiling; T:during a meal)","A couple is out on a date at a restaurant.","neutral"
"(A band; has; tattoos on his arm) ||| (the singer; is wearing; an orange shirt) ||| (A band; is playing; L:in front of an audience)","The musical group and singer are performing a show.","entailment"
"(hats; hanging; on it) ||| (A man; is standing; next to a rack with hats)","a man in a store","neutral"
"(A pitcher in a white uniform; is throwing; a baseball) ||| (A pitcher in a red uniform; is throwing; a baseball)","A pitcher throws a ball.","entailment"
"(black mask; is; on a crowded dance floor) ||| (A woman in a red dress; is; on a crowded dance floor)","There are a lot of people dancing.","entailment"
"(A woman in a fedora with a striped knapsack; is walking; L:in front of an arch) ||| (A woman in a fedora with a striped knapsack; is walking; L:in front of crosses) ||| (A woman in a fedora with a striped knapsack; is walking; L:in front of a brick wall)","The woman is digging in her flowerbed, getting rid of all the weeds.","contradiction"
"(a man; is; in midair) ||| (A play; is going on; )","Man lies on ground outside on the street.","contradiction"
"(A man in a white t - shirt; kneeing; a man in a black shirt in his shoulder) ||| (A man in an elbow pad on his left arm; is jumping; ) ||| (A man in black shorts with knee pads; is jumping; ) ||| (A man in a white t - shirt; is jumping; )","The man jumped and kneed the man in the black shirt.","entailment"
"(a snow; covered; trail) ||| (Three people; walking; L:on a snow)","The people are walking in the sand.","contradiction"
"(Four black men; talking; ) ||| (Four black men; sit; in a village)","Four man are sitting quietly.","contradiction"
"(Two women , in jeans; are playing; saxophones) ||| (Two women , in blue jackets; are playing; saxophones)","Two women are performing together.","entailment"
"(boy; are riding together; on a skateboard) ||| (A guy; are riding together; on a skateboard)","The 2 guys are daredevils riding down a steep hill togethor on a one-man skateboard.","neutral"
"(a woman; share; a kiss on the beach) ||| (A man; share; a kiss on the beach)","A couple kiss after reuniting.","neutral"
"(An African American man; wearing; coat) ||| (An African American man; walking; L:in a city) ||| (An African American man; wearing; a sweatshirt)","A man is climbing buildings like a spider.","contradiction"
"(A man in a white cowboy hat; looks; to his left) ||| (A man in an orange button - down shirt; looks; to his left)","A man with his eyes closed.","contradiction"
"(A woman; standing; next to the ohio state mascot) ||| (A man; standing; next to the ohio state mascot)","Two people hanging out with Brutus the Buckeye.","entailment"
"(A man; to have fallen; asleep; L:on the floor) ||| (A man; seems; )","The man is dancing on the floor.","contradiction"
"(A white dog; is running; towards the viewer) ||| (A black dog; is running; towards the viewer)","A yellow dog chases pink pangolins","contradiction"
